id,name,region,country,lat,lon,altitude_m,types,plan_template,maps_url,sbb_url,webcam_url,status
swiss-lake-towns-panorama-07,Swiss Lake Towns Panorama 07,Swiss Lake Towns,CH,47.20100,7.78116,527,town|viewpoint|food|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.20100,7.78116",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-08,Swiss Lake Towns Panorama 08,Swiss Lake Towns,CH,47.03226,8.20055,1052,family|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.03226,8.20055",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-09,Swiss Lake Towns Panorama 09,Swiss Lake Towns,CH,47.01820,7.92802,963,lake|town|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.01820,7.92802",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-10,Swiss Lake Towns Panorama 10,Swiss Lake Towns,CH,46.77281,8.38009,1029,family|food|town|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.77281,8.38009",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-11,Swiss Lake Towns Panorama 11,Swiss Lake Towns,CH,47.21547,8.42488,893,town|lake|food,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=47.21547,8.42488",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-12,Swiss Lake Towns Panorama 12,Swiss Lake Towns,CH,47.10697,8.01492,920,viewpoint|family|food|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.10697,8.01492",https://www.sbb.ch/en,,candidate
vevey-terraces,Vevey Terraces,Swiss Lake Towns,CH,47.17503,8.30094,622,family|food|lake|town,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=47.17503,8.30094",https://www.sbb.ch/en,,candidate
vitznau,Vitznau,Swiss Lake Towns,CH,46.96388,8.39856,533,viewpoint|family|lake|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.96388,8.39856",https://www.sbb.ch/en,,candidate
weggis,Weggis,Swiss Lake Towns,CH,46.63834,8.55601,465,town|lake|family,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=46.63834,8.55601",https://www.sbb.ch/en,,candidate
bad-ragaz,Bad Ragaz,Swiss Thermal & Family,CH,47.09461,8.09481,617,nature|town|family|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=47.09461,8.09481",https://www.sbb.ch/en,,candidate
baden-limmat-thermal,Baden Limmat Thermal,Swiss Thermal & Family,CH,46.65581,8.38893,881,thermal|food|nature|town,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.65581,8.38893",https://www.sbb.ch/en,,candidate
braunwald-family-trail,Braunwald Family Trail,Swiss Thermal & Family,CH,46.51967,7.75882,1000,nature|food|family,Scenic stop | Short walk | Coffee or lunch and return,"https://maps.google.com/?q=46.51967,7.75882",https://www.sbb.ch/en,,candidate
brigerbad,Brigerbad,Swiss Thermal & Family,CH,46.64316,7.71556,639,nature|food|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.64316,7.71556",https://www.sbb.ch/en,,candidate
charmey-bains,Charmey Bains,Swiss Thermal & Family,CH,46.44881,8.17653,1054,family|thermal|food|nature,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.44881,8.17653",https://www.sbb.ch/en,,candidate
hasliberg-muggestutz,Hasliberg Muggestutz,Swiss Thermal & Family,CH,46.65142,8.23653,827,food|nature|town|family,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.65142,8.23653",https://www.sbb.ch/en,,candidate
lavey-les-bains,Lavey-les-Bains,Swiss Thermal & Family,CH,46.90067,8.43872,818,food|thermal|family,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.90067,8.43872",https://www.sbb.ch/en,,candidate
saas-grund-family,Saas-Grund Family,Swiss Thermal & Family,CH,46.73334,7.57984,942,town|nature|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.73334,7.57984",https://www.sbb.ch/en,,candidate
schinznach-bad,Schinznach Bad,Swiss Thermal & Family,CH,47.03766,8.04913,862,town|family|thermal|food,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=47.03766,8.04913",https://www.sbb.ch/en,,candidate
scuol-bogn,Scuol Bogn,Swiss Thermal & Family,CH,46.99711,8.37647,1273,town|family|food|nature,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.99711,8.37647",https://www.sbb.ch/en,,candidate
sorenberg-family-alps,Sörenberg Family Alps,Swiss Thermal & Family,CH,46.84430,8.40477,1350,thermal|food|nature|town,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.84430,8.40477",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-01,Swiss Thermal & Family Panorama 01,Swiss Thermal & Family,CH,47.03398,8.14980,926,town|nature|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=47.03398,8.14980",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-02,Swiss Thermal & Family Panorama 02,Swiss Thermal & Family,CH,46.56113,8.30133,872,food|nature|town|family,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.56113,8.30133",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-03,Swiss Thermal & Family Panorama 03,Swiss Thermal & Family,CH,47.08152,8.16478,1325,town|nature|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=47.08152,8.16478",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-04,Swiss Thermal & Family Panorama 04,Swiss Thermal & Family,CH,46.50693,7.83183,821,family|thermal|nature|town,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.50693,7.83183",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-05,Swiss Thermal & Family Panorama 05,Swiss Thermal & Family,CH,46.49142,8.27936,1574,thermal|family|town,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.49142,8.27936",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-06,Swiss Thermal & Family Panorama 06,Swiss Thermal & Family,CH,46.51681,7.63233,815,town|family|thermal|food,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.51681,7.63233",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-07,Swiss Thermal & Family Panorama 07,Swiss Thermal & Family,CH,47.06096,8.52218,1006,family|town|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=47.06096,8.52218",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-08,Swiss Thermal & Family Panorama 08,Swiss Thermal & Family,CH,46.49746,8.20155,1260,thermal|food|town|family,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.49746,8.20155",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-09,Swiss Thermal & Family Panorama 09,Swiss Thermal & Family,CH,46.38519,7.54156,1491,food|thermal|family,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.38519,7.54156",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-10,Swiss Thermal & Family Panorama 10,Swiss Thermal & Family,CH,46.75622,7.99694,393,town|nature|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.75622,7.99694",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-11,Swiss Thermal & Family Panorama 11,Swiss Thermal & Family,CH,47.15167,8.11941,1418,family|thermal|food|nature,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=47.15167,8.11941",https://www.sbb.ch/en,,candidate
swiss-thermal-family-panorama-12,Swiss Thermal & Family Panorama 12,Swiss Thermal & Family,CH,46.62488,7.85716,902,town|nature|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.62488,7.85716",https://www.sbb.ch/en,,candidate
vals-thermal,Vals Thermal,Swiss Thermal & Family,CH,47.13365,8.22270,818,family|town|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=47.13365,8.22270",https://www.sbb.ch/en,,candidate
yverdon-les-bains,Yverdon-les-Bains,Swiss Thermal & Family,CH,47.14954,8.42252,1378,family|town|nature,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=47.14954,8.42252",https://www.sbb.ch/en,,candidate
zurzach-thermal,Zurzach Thermal,Swiss Thermal & Family,CH,46.52256,7.86679,1227,nature|town|thermal|food,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.52256,7.86679",https://www.sbb.ch/en,,candidate
airolo-sun-deck,Airolo Sun Deck,Ticino Sun Terrace,CH,46.05486,8.94361,505,family|town|lake,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=46.05486,8.94361",https://www.sbb.ch/en,,candidate
ascona-promenade,Ascona Promenade,Ticino Sun Terrace,CH,46.11703,9.04369,1323,mountain|food|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.11703,9.04369",https://www.sbb.ch/en,,candidate
bellinzona-castles,Bellinzona Castles,Ticino Sun Terrace,CH,46.13635,9.12641,510,food|mountain|town|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.13635,9.12641",https://www.sbb.ch/en,,candidate
bosco-gurin,Bosco Gurin,Ticino Sun Terrace,CH,46.00431,9.24439,2035,food|mountain|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.00431,9.24439",https://www.sbb.ch/en,,candidate
cardada,Cardada,Ticino Sun Terrace,CH,46.22676,8.97101,1183,food|mountain|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.22676,8.97101",https://www.sbb.ch/en,,candidate
carona-outlook,Carona Outlook,Ticino Sun Terrace,CH,45.87362,9.20956,1496,viewpoint|lake|food|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.87362,9.20956",https://www.sbb.ch/en,,candidate
locarno-madonna-del-sasso,Locarno Madonna del Sasso,Ticino Sun Terrace,CH,45.84632,8.70234,721,mountain|food|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.84632,8.70234",https://www.sbb.ch/en,,candidate
monte-bre,Monte Brè,Ticino Sun Terrace,CH,46.18288,8.73039,1070,mountain|food|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.18288,8.73039",https://www.sbb.ch/en,,candidate
monte-san-salvatore,Monte San Salvatore,Ticino Sun Terrace,CH,46.30447,8.92887,1154,viewpoint|lake|town|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.30447,8.92887",https://www.sbb.ch/en,,candidate
morcote-view,Morcote View,Ticino Sun Terrace,CH,46.04427,8.65064,1618,lake|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.04427,8.65064",https://www.sbb.ch/en,,candidate
mte-lema,Mte Lema,Ticino Sun Terrace,CH,45.83192,9.03506,1944,town|family|food|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.83192,9.03506",https://www.sbb.ch/en,,candidate
mte-tamaro,Mte Tamaro,Ticino Sun Terrace,CH,45.94621,8.82430,348,lake|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.94621,8.82430",https://www.sbb.ch/en,,candidate
rasa-panorama,Rasa Panorama,Ticino Sun Terrace,CH,46.12654,9.03065,1032,mountain|food|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.12654,9.03065",https://www.sbb.ch/en,,candidate
riviera-terrace,Riviera Terrace,Ticino Sun Terrace,CH,46.07275,9.06385,661,lake|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.07275,9.06385",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-01,Ticino Sun Terrace Panorama 01,Ticino Sun Terrace,CH,46.07284,9.19776,529,viewpoint|lake|food|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.07284,9.19776",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-02,Ticino Sun Terrace Panorama 02,Ticino Sun Terrace,CH,45.81250,9.21742,1471,mountain|food|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.81250,9.21742",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-03,Ticino Sun Terrace Panorama 03,Ticino Sun Terrace,CH,46.01466,9.22345,1050,food|mountain|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.01466,9.22345",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-04,Ticino Sun Terrace Panorama 04,Ticino Sun Terrace,CH,46.29152,8.96284,317,mountain|food|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.29152,8.96284",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-05,Ticino Sun Terrace Panorama 05,Ticino Sun Terrace,CH,45.88453,8.94270,1206,food|mountain|town|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.88453,8.94270",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-06,Ticino Sun Terrace Panorama 06,Ticino Sun Terrace,CH,46.26295,8.63901,982,family|town|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.26295,8.63901",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-07,Ticino Sun Terrace Panorama 07,Ticino Sun Terrace,CH,46.21073,9.06164,1784,food|mountain|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.21073,9.06164",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-08,Ticino Sun Terrace Panorama 08,Ticino Sun Terrace,CH,45.98878,8.87534,1559,lake|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.98878,8.87534",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-09,Ticino Sun Terrace Panorama 09,Ticino Sun Terrace,CH,45.86797,9.09260,1070,viewpoint|lake|food|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.86797,9.09260",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-10,Ticino Sun Terrace Panorama 10,Ticino Sun Terrace,CH,45.90528,9.23909,809,town|family|food|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.90528,9.23909",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-11,Ticino Sun Terrace Panorama 11,Ticino Sun Terrace,CH,45.95750,8.83800,407,family|town|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.95750,8.83800",https://www.sbb.ch/en,,candidate
ticino-sun-terrace-panorama-12,Ticino Sun Terrace Panorama 12,Ticino Sun Terrace,CH,46.26344,8.61271,649,food|mountain|town|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.26344,8.61271",https://www.sbb.ch/en,,candidate
aletsch-arena,Aletsch Arena,Valais Alpine,CH,46.42771,7.35701,1255,nature|thermal|town,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.42771,7.35701",https://www.sbb.ch/en,,candidate
anzere,Anzère,Valais Alpine,CH,46.12894,7.08895,741,mountain|town|thermal|nature,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.12894,7.08895",https://www.sbb.ch/en,,candidate
bettmeralp,Bettmeralp,Valais Alpine,CH,46.31038,7.38501,1996,viewpoint|nature|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.31038,7.38501",https://www.sbb.ch/en,,candidate
brig-panorama,Brig Panorama,Valais Alpine,CH,46.26619,7.04006,738,viewpoint|nature|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.26619,7.04006",https://www.sbb.ch/en,,candidate
crans-montana,Crans-Montana,Valais Alpine,CH,46.16094,7.45595,1391,nature|thermal|mountain,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.16094,7.45595",https://www.sbb.ch/en,,candidate
grimentz,Grimentz,Valais Alpine,CH,46.42889,7.54850,710,viewpoint|nature|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.42889,7.54850",https://www.sbb.ch/en,,candidate
leukerbad-terrace,Leukerbad Terrace,Valais Alpine,CH,46.06507,7.66837,1403,viewpoint|nature|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.06507,7.66837",https://www.sbb.ch/en,,candidate
nendaz-sun-deck,Nendaz Sun Deck,Valais Alpine,CH,46.45615,7.78643,2010,nature|viewpoint|town|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.45615,7.78643",https://www.sbb.ch/en,,candidate
ovronnaz,Ovronnaz,Valais Alpine,CH,45.95675,7.15387,1125,town|thermal|viewpoint|mountain,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=45.95675,7.15387",https://www.sbb.ch/en,,candidate
riederalp,Riederalp,Valais Alpine,CH,45.95044,7.67370,765,viewpoint|nature|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.95044,7.67370",https://www.sbb.ch/en,,candidate
saas-fee-rim,Saas-Fee Rim,Valais Alpine,CH,45.98716,7.09665,879,mountain|viewpoint|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=45.98716,7.09665",https://www.sbb.ch/en,,candidate
saillon-thermal-view,Saillon Thermal View,Valais Alpine,CH,46.49282,7.62949,2065,mountain|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.49282,7.62949",https://www.sbb.ch/en,,candidate
sion-hilltop,Sion Hilltop,Valais Alpine,CH,46.43791,7.04848,1327,nature|thermal|town,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.43791,7.04848",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-01,Valais Alpine Panorama 01,Valais Alpine,CH,46.46255,7.69881,2050,viewpoint|nature|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.46255,7.69881",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-02,Valais Alpine Panorama 02,Valais Alpine,CH,46.41604,7.26462,1459,town|thermal|viewpoint|mountain,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.41604,7.26462",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-03,Valais Alpine Panorama 03,Valais Alpine,CH,46.34119,7.52303,1425,thermal|town|mountain,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.34119,7.52303",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-04,Valais Alpine Panorama 04,Valais Alpine,CH,46.41152,7.40943,1498,nature|viewpoint|mountain|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.41152,7.40943",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-05,Valais Alpine Panorama 05,Valais Alpine,CH,46.06369,7.20971,1972,mountain|viewpoint|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.06369,7.20971",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-06,Valais Alpine Panorama 06,Valais Alpine,CH,46.19527,7.46936,1477,mountain|town|nature|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.19527,7.46936",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-07,Valais Alpine Panorama 07,Valais Alpine,CH,46.36426,7.42377,1749,viewpoint|nature|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.36426,7.42377",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-08,Valais Alpine Panorama 08,Valais Alpine,CH,46.45849,7.34045,1650,thermal|nature|viewpoint|town,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.45849,7.34045",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-09,Valais Alpine Panorama 09,Valais Alpine,CH,46.20541,7.23667,2394,viewpoint|nature|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.20541,7.23667",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-10,Valais Alpine Panorama 10,Valais Alpine,CH,46.00949,7.45083,1367,mountain|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.00949,7.45083",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-11,Valais Alpine Panorama 11,Valais Alpine,CH,46.13522,7.50298,1172,viewpoint|mountain|thermal|nature,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.13522,7.50298",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-12,Valais Alpine Panorama 12,Valais Alpine,CH,45.97542,7.11127,2104,town|mountain|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=45.97542,7.11127",https://www.sbb.ch/en,,candidate
valais-alpine-panorama-13,Valais Alpine Panorama 13,Valais Alpine,CH,46.23109,7.21833,806,nature|viewpoint|mountain|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.23109,7.21833",https://www.sbb.ch/en,,candidate
verbier-view,Verbier View,Valais Alpine,CH,46.29536,7.28637,2379,town|thermal|nature|viewpoint,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.29536,7.28637",https://www.sbb.ch/en,,candidate
zermatt-sun-deck,Zermatt Sun Deck,Valais Alpine,CH,46.31059,7.23274,1879,mountain|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.31059,7.23274",https://www.sbb.ch/en,,candidate
zinal-panorama,Zinal Panorama,Valais Alpine,CH,46.16999,7.31486,931,mountain|viewpoint|thermal,Thermal bath session | Scenic promenade | Terrace meal before return,"https://maps.google.com/?q=46.16999,7.31486",https://www.sbb.ch/en,,candidate
leysin,Leysin,"Vaud, VD",CH,46.34300,7.01300,1263,town|mountain|family,Village walk with panoramic views | Berneuse revolving restaurant | Easy winter walks | Views over Rhone valley fog,"https://maps.google.com/?q=46.343,7.013",https://www.sbb.ch/en,,baseline
rochers-de-naye,Rochers de Naye,"Vaud, VD",CH,46.43200,6.97600,2042,nature|viewpoint|mountain|family,Rack railway from Montreux (55 min) | Summit panorama | Marmot park (summer) | Restaurant at summit,"https://maps.google.com/?q=46.432,6.976",https://www.sbb.ch/en,,baseline
bachtel,Bachtel,"Zurich Oberland, ZH",CH,47.27000,8.87000,1115,nature|viewpoint,Hike from Wald (45 min) | Observation tower at summit | Bachtel-Kulm restaurant with panoramic terrace,"https://maps.google.com/?q=47.270,8.870",https://www.sbb.ch/en,,baseline
pfannenstiel,Pfannenstiel,"Zurich, ZH",CH,47.30400,8.65300,853,nature|viewpoint|family,Walk from Meilen or Egg (30 min) | Viewpoint over Lake Zurich and fog | Restaurant Pfannenstiel,"https://maps.google.com/?q=47.304,8.653",https://www.sbb.ch/en,,baseline
uetliberg,Uetliberg,"Zurich, ZH",CH,47.35000,8.49200,871,nature|viewpoint|family,S10 train from Zurich HB (20 min) | Summit tower | Planetenweg trail to Felsenegg | Gondola down to Adliswil,"https://maps.google.com/?q=47.350,8.492",https://www.sbb.ch/en,,baseline
freiburg-im-breisgau,Freiburg im Breisgau,Baden-Wurttemberg,DE,47.99900,7.84200,278,town|food|family,Old town with Bachle streams | Munster cathedral and market | Schlossberg viewpoint | Augustiner beer hall for lunch,"https://maps.google.com/?q=47.999,7.842",https://www.sbb.ch/en,,baseline
baiersbronn-hohen,Baiersbronn Höhen,Black Forest,DE,47.87776,8.07322,1001,food|family|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.87776,8.07322",https://www.sbb.ch/en,,candidate
freudenstadt-south,Freudenstadt South,Black Forest,DE,47.68096,7.84489,757,nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.68096,7.84489",https://www.sbb.ch/en,,candidate
hinterzarten,Hinterzarten,Black Forest,DE,47.83638,7.89282,1075,mountain|viewpoint|nature|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.83638,7.89282",https://www.sbb.ch/en,,candidate
hochschwarzwald-panorama,Hochschwarzwald Panorama,Black Forest,DE,48.09722,8.11387,731,nature|food|mountain|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.09722,8.11387",https://www.sbb.ch/en,,candidate
menzenschwand,Menzenschwand,Black Forest,DE,48.00565,8.16692,747,viewpoint|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.00565,8.16692",https://www.sbb.ch/en,,candidate
schluchsee,Schluchsee,Black Forest,DE,48.00559,8.05498,864,nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=48.00559,8.05498",https://www.sbb.ch/en,,candidate
st-blasien-ridge,St Blasien Ridge,Black Forest,DE,47.82290,7.75739,586,family|mountain|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.82290,7.75739",https://www.sbb.ch/en,,candidate
titisee-neustadt,Titisee-Neustadt,Black Forest,DE,47.70863,8.03124,796,family|mountain|nature|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.70863,8.03124",https://www.sbb.ch/en,,candidate
todtmoos,Todtmoos,Black Forest,DE,47.91047,8.04578,712,family|food|nature,Scenic stop | Short walk | Coffee or lunch and return,"https://maps.google.com/?q=47.91047,8.04578",https://www.sbb.ch/en,,candidate
wutach-vista,Wutach Vista,Black Forest,DE,47.78353,7.94343,1128,food|family|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.78353,7.94343",https://www.sbb.ch/en,,candidate
badenweiler,Badenweiler,"Black Forest, Baden-Wurttemberg",DE,47.80300,7.67200,425,town|thermal|food,Cassiopeia thermal baths | Park walk with Black Forest views | Lunch at a local Gasthaus | Roman bath ruins,"https://maps.google.com/?q=47.803,7.672",https://www.sbb.ch/en,,baseline
